event_id,novelty_score,novelty_flag,drift_score,drift_flag
FKID005760,-0.06219357345481463,False,77.91638789548031,False
FKID005197,-0.07461528228972691,False,75.20068673653236,False
FKID005765,-0.040565335324254326,False,75.06428676805754,False
FKID005767,-0.07952424000597091,False,77.95997192388047,False
FKID005770,-0.08955876485563902,False,51.52716938046216,False
FKID005771,-0.04280540384515963,False,84.82921338859782,False
FKID005198,-0.08298862133187035,False,68.61254319036371,False
FKID005772,-0.04449180025824773,False,78.66101591498602,False
FKID005773,-0.04449180025824773,False,78.66101591498602,False
FKID004401,-0.004769082556094428,False,139.57220407971676,True
FKID005775,-0.08860114950436931,False,51.67613893973716,False
FKID005778,-0.08832645427781388,False,54.25271461614798,False
FKID005199,-0.08814192782526425,False,58.91109561142291,False
FKID005779,-0.08801063897295902,False,54.46498016671411,False
FKID005781,-0.06981053111681368,False,78.93058913700503,False
FKID005200,-0.07746794700300663,False,67.28194476212332,False
FKID005782,-0.023988365427083047,False,96.95030734289759,True
FKID004410,-0.06704445865834324,False,80.06218088818844,False
FKID004406,-0.010989500577000988,False,145.66150330984084,True
FKID005786,-0.06704445865834324,False,80.77035550871574,False
FKID005787,-0.017597950054852873,False,98.25672794205025,True
FKID005788,-0.06800903780332451,False,62.982948194382615,False
FKID005201,-0.06611135234699678,False,65.00054473082888,False
FKID005791,-0.07148544149836411,False,52.41712701981903,False
FKID005792,-0.06229697044524851,False,80.60159879911828,False
FKID005795,-0.0641490942223098,False,67.48849681824723,False
FKID005807,-0.06967584204803273,False,77.63235012228985,False
FKID005809,-0.07976335213622637,False,51.0381477146491,False
FKID005811,-0.05544817147327319,False,75.2551105982069,False
FKID005202,-0.03691880708081996,False,99.25476355531995,True
FKID005812,-0.06661921969398804,False,68.95034977487282,False
FKID005813,-0.0639023129954136,False,78.14880903963217,False
FKID005814,-0.07087973194420838,False,54.075662714406306,False
FKID000002,0.010484059776410759,True,142.60637033413468,True
FKID004433,0.0007501794529101158,True,116.92211096072552,True
FKID005823,-0.06516761358818013,False,47.306727463447494,False
