event_id,high_impact_prob,high_impact_prob_calibrated
FKID005760,0.11263213194436694,0.14869378904062674
FKID005197,0.15203703638287341,0.24101479915433402
FKID005765,0.22109863056200801,0.24101479915433402
FKID005767,0.3324868859092379,0.27380952380952384
FKID005770,0.20833416573474814,0.24101479915433402
FKID005771,0.2624255102080622,0.24101479915433402
FKID005198,0.3354734317238725,0.27380952380952384
FKID005772,0.20775720911171283,0.24101479915433402
FKID005773,0.20775720911171283,0.24101479915433402
FKID004401,0.8928962484651713,1.0
FKID005775,0.11799234751577381,0.24101479915433402
FKID005778,0.10708218580727084,0.04395604395604396
FKID005199,0.3635683227399438,0.27380952380952384
FKID005779,0.10791603084455195,0.04395604395604396
FKID005781,0.3706243764259571,0.27380952380952384
FKID005200,0.37916269838564925,0.27380952380952384
FKID005782,0.550101149719772,0.43478260869565216
FKID004410,0.3047463125729968,0.27380952380952384
FKID004406,0.8660801641819392,1.0
FKID005786,0.24890435670722982,0.24101479915433402
FKID005787,0.32799167215624964,0.27380952380952384
FKID005788,0.33822035949693746,0.27380952380952384
FKID005201,0.26795274029137905,0.24101479915433402
FKID005791,0.17806018302912524,0.24101479915433402
FKID005792,0.18668213801154196,0.24101479915433402
FKID005795,0.21071262283721828,0.24101479915433402
FKID005807,0.24422624444425065,0.24101479915433402
FKID005809,0.15595501120774619,0.24101479915433402
FKID005811,0.1122347532521588,0.13276710777056777
FKID005202,0.3672597399355783,0.27380952380952384
FKID005812,0.39246193350420105,0.27380952380952384
FKID005813,0.29304499325167666,0.24101479915433402
FKID005814,0.10401484966705946,0.04395604395604396
FKID000002,0.8581472818836955,1.0
FKID004433,0.16562421039708072,0.24101479915433402
FKID005823,0.3806768598557867,0.27380952380952384
FKID005825,0.5860704399762282,0.43478260869565216
FKID004440,0.4116521548094506,0.27380952380952384
FKID005827,0.19414121569027068,0.24101479915433402
FKID005828,0.25423893699325223,0.24101479915433402
FKID005831,0.4528902507675842,0.27380952380952384
FKID004444,0.35647396637999873,0.27380952380952384
FKID005836,0.054146088223590676,0.015873015873015872
FKID005837,0.05116290729736328,0.015873015873015872
FKID005838,0.29389886762488826,0.24101479915433402
FKID005839,0.1659222972913224,0.24101479915433402
FKID005204,0.15231316727038516,0.24101479915433402
FKID005842,0.1653467847834427,0.24101479915433402
FKID005844,0.026947957249680257,0.0
FKID005845,0.14613368504351898,0.24101479915433402
FKID004467,0.15916610055788497,0.24101479915433402
FKID005852,0.02871984392737809,0.0
FKID005855,0.07471097824557345,0.04395604395604396
FKID005856,0.10092707633250798,0.04395604395604396
FKID005857,0.10092707633250798,0.04395604395604396
FKID005860,0.06971452142059542,0.04395604395604396
FKID004490,0.10519551601078084,0.04395604395604396
FKID004492,0.9315770828279945,1.0
FKID005862,0.2171762358519925,0.24101479915433402
FKID004495,0.9032754234452741,1.0
FKID005205,0.051902096889786725,0.015873015873015872
FKID005206,0.2520141873908211,0.24101479915433402
FKID004497,0.2745068360084844,0.24101479915433402
FKID005865,0.07523729128186374,0.04395604395604396
FKID004499,0.09619018156933778,0.04395604395604396
FKID005867,0.08682815771003906,0.04395604395604396
FKID005868,0.024845779162577977,0.0
FKID001592,0.8988247213573365,1.0
FKID005870,0.7365140592546254,0.8181818181818182
FKID005872,0.09672162636644091,0.04395604395604396
FKID005873,0.08164436811989761,0.04395604395604396
FKID005874,0.08832244405096491,0.04395604395604396
FKID005208,0.8897208282678991,1.0
FKID005875,0.09065125288539222,0.04395604395604396
FKID005876,0.5854060021080895,0.43478260869565216
FKID005877,0.03940081453632821,0.0
FKID005209,0.1000778802710251,0.04395604395604396
FKID005880,0.06718661625900159,0.04395604395604396
FKID005881,0.20887514076059388,0.24101479915433402
FKID005883,0.23005706340873605,0.24101479915433402
FKID005210,0.09148196448722806,0.04395604395604396
FKID005884,0.23021485309104228,0.24101479915433402
FKID005886,0.05941417900351366,0.04395604395604396
FKID005887,0.15757215267455785,0.24101479915433402
FKID005888,0.3132006304950842,0.27380952380952384
FKID004512,0.08186491992859701,0.04395604395604396
FKID005892,0.2190598129479958,0.24101479915433402
FKID005893,0.0655818341193368,0.04395604395604396
FKID005894,0.16989742770984248,0.24101479915433402
FKID005895,0.1814995647124749,0.24101479915433402
FKID005899,0.11351096050568303,0.1839166700394259
FKID005211,0.054239033016613286,0.015873015873015872
FKID005900,0.23871579846378446,0.24101479915433402
FKID004523,0.3791722789829047,0.27380952380952384
FKID004525,0.22037723778348173,0.24101479915433402
FKID004526,0.5858571003214984,0.43478260869565216
FKID004555,0.053315974200413306,0.015873015873015872
FKID005902,0.15494298073328075,0.24101479915433402
FKID004531,0.9283579198596107,1.0
FKID005904,0.15705587908640423,0.24101479915433402
FKID005905,0.06890318931811244,0.04395604395604396
FKID004535,0.09276715851211047,0.04395604395604396
FKID005913,0.24007514868358756,0.24101479915433402
FKID004536,0.20388709893806434,0.24101479915433402
FKID005915,0.12217882084539874,0.24101479915433402
FKID005916,0.34125829202574265,0.27380952380952384
FKID005918,0.12923773141519646,0.24101479915433402
FKID004546,0.13310765025666935,0.24101479915433402
FKID004551,0.169904990075579,0.24101479915433402
FKID004552,0.10867397974470372,0.04395604395604396
FKID005924,0.17945458552125998,0.24101479915433402
FKID005925,0.19783812512299925,0.24101479915433402
FKID005213,0.14098918436115937,0.24101479915433402
FKID005214,0.2719523605664328,0.24101479915433402
FKID005928,0.1940586722399434,0.24101479915433402
FKID005929,0.14329503328220758,0.24101479915433402
FKID005931,0.30348887441501643,0.27380952380952384
FKID004563,0.035137094176677756,0.0
FKID005939,0.426286073703201,0.27380952380952384
FKID005942,0.028712655641726127,0.0
FKID005943,0.29376504339268555,0.24101479915433402
FKID004569,0.3661594137630958,0.27380952380952384
FKID005946,0.10958552768035104,0.04395604395604396
FKID005947,0.4876420097596275,0.27380952380952384
FKID005216,0.03769147060187482,0.0
FKID005948,0.032450639751305375,0.0
FKID004574,0.5772991426047981,0.43478260869565216
FKID005950,0.3887732387447389,0.27380952380952384
FKID005953,0.021562389151857993,0.0
FKID005961,0.18625969352811553,0.24101479915433402
FKID005963,0.6642550894195455,0.8181818181818182
FKID004589,0.3547318614966432,0.27380952380952384
FKID005964,0.19757029689345426,0.24101479915433402
FKID005965,0.27908591213614753,0.24101479915433402
FKID005967,0.05222617680681673,0.015873015873015872
FKID005968,0.05222617680681673,0.015873015873015872
FKID005969,0.05222617680681673,0.015873015873015872
FKID005970,0.31430284668848585,0.27380952380952384
FKID005218,0.49141237795957676,0.27380952380952384
FKID005975,0.037023134082825315,0.0
FKID005976,0.04039130134303709,0.0
FKID004600,0.2639121282184322,0.24101479915433402
FKID005977,0.21952787570522106,0.24101479915433402
FKID005979,0.20058447256956777,0.24101479915433402
FKID004596,0.32689898713346416,0.27380952380952384
FKID004597,0.03001147898743233,0.0
FKID005981,0.025012901473944305,0.0
FKID004601,0.06334840122748804,0.04395604395604396
FKID005986,0.19707652311083357,0.24101479915433402
FKID005987,0.24129039281142592,0.24101479915433402
FKID005219,0.8736191081881176,1.0
FKID005990,0.3290429167765313,0.27380952380952384
FKID005991,0.1650161232613289,0.24101479915433402
FKID005993,0.2178342328981611,0.24101479915433402
FKID005994,0.19049380027002805,0.24101479915433402
FKID005995,0.056483264891909836,0.04395604395604396
FKID005996,0.8882561867469774,1.0
FKID004606,0.26974299411370006,0.24101479915433402
FKID005997,0.05915087608888718,0.04395604395604396
FKID005998,0.16406935468661688,0.24101479915433402
FKID006001,0.23929795066965584,0.24101479915433402
FKID006002,0.22527903809566444,0.24101479915433402
FKID006003,0.2909945167654474,0.24101479915433402
FKID005221,0.28382929239825505,0.24101479915433402
FKID005222,0.25185631839311845,0.24101479915433402
FKID004609,0.06924582670760754,0.04395604395604396
FKID006007,0.14702349781862503,0.24101479915433402
FKID004612,0.22156181235644382,0.24101479915433402
FKID006010,0.28434106521443386,0.24101479915433402
FKID006011,0.35949296486331817,0.27380952380952384
FKID004613,0.3048114683063603,0.27380952380952384
FKID005223,0.024036796527071726,0.0
FKID006012,0.3997008225409209,0.27380952380952384
FKID004615,0.03321786658989172,0.0
FKID006015,0.5533503659105525,0.43478260869565216
FKID006016,0.02305413242623632,0.0
FKID004620,0.20043930993656003,0.24101479915433402
FKID006023,0.39483964992731474,0.27380952380952384
FKID006024,0.18808913242018593,0.24101479915433402
FKID004625,0.026572045926723693,0.0
FKID006026,0.1842505028541723,0.24101479915433402
FKID006028,0.3373376624106715,0.27380952380952384
FKID004627,0.3941314021172972,0.27380952380952384
FKID004629,0.07576554873943754,0.04395604395604396
FKID006031,0.40965659655785375,0.27380952380952384
FKID006034,0.35390898062395665,0.27380952380952384
FKID004634,0.1620457206530866,0.24101479915433402
FKID006036,0.14905458874149685,0.24101479915433402
FKID006038,0.03418900617350457,0.0
FKID006040,0.027770191633126422,0.0
FKID004643,0.2076349911312999,0.24101479915433402
FKID004646,0.022571528580745587,0.0
FKID004132,0.2542746680926152,0.24101479915433402
FKID004647,0.33375847202884107,0.27380952380952384
FKID006046,0.023415841264882678,0.0
FKID006047,0.18856581470681405,0.24101479915433402
FKID006048,0.6270187680224756,0.8181818181818182
FKID006049,0.33695384124477196,0.27380952380952384
FKID006050,0.16377847521531202,0.24101479915433402
FKID006051,0.18856581470681405,0.24101479915433402
FKID006054,0.33794907267185836,0.27380952380952384
FKID006058,0.2648164637183132,0.24101479915433402
FKID004660,0.029902496920392867,0.0
FKID006060,0.40861742127240247,0.27380952380952384
FKID006061,0.2555834777622517,0.24101479915433402
