event_id,start_local,event_cause,high_impact_tau_c,duration_pred,duration_p50,duration_p80,duration_p95,duration_ci_lower,duration_ci_upper,high_impact_prob,high_impact_prob_calibrated,retrieval_confidence,novelty_score,novelty_flag,drift_score,drift_flag,trust_score,fragility_signal,obi_signal,ims_proxy,raw_duration_p50,raw_duration_p80,raw_duration_p95,safe_duration_p50,safe_duration_p80,safe_duration_p95,duration_reliability,tail_risk_prob,quantile_crossing_flag,clamp_flag,fallback_blend_flag,tail_risk_flag,duration_sanity_flag,duration_guard_reason,high_impact_decision,high_impact_decision_threshold,duration_pred_z,duration_p50_z,duration_p80_z,duration_p95_z,duration_ci_lower_z,duration_ci_upper_z,high_impact_prob_z,high_impact_prob_calibrated_z,retrieval_confidence_z,novelty_score_z,drift_score_z,trust_score_z,fragility_signal_z,obi_signal_z,ims_proxy_z,raw_duration_p50_z,raw_duration_p80_z,raw_duration_p95_z,safe_duration_p50_z,safe_duration_p80_z,safe_duration_p95_z,duration_reliability_z,tail_risk_prob_z
FKID005760,2023-11-09 19:24:48.154000,others,11745.665395570833,232.46785954829306,227.23998563077194,437.5330873458846,2197.0468998836027,43.277841895132056,1230.0275096775672,0.11263213194436694,0.14869378904062674,0.0,-0.06219357345481463,False,77.91638789397301,False,1.0,11.945354869838361,0.0,0.0,227.23998563077194,437.5330873458846,2197.0468998836027,227.23998563077194,2272.3998563077193,2718.985316589526,0.5593393279950172,0.02857142857142857,0,1,0,0,0,p95_clamped,0,0.2520408163265306,9.88012272158294,12.862190854247883,27.66812620616075,31.41655023376644,9.88012272158294,9.880122721582909,-0.9103862874766074,-2.8151177082408383,-4.04603363454311,1.4836847863120115,5.016057579782021,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,12.862190854247883,27.66812620616075,31.41655023376644,12.862190854247883,216.07134750045523,44.33127562142595,-3.859287596216993,-311.87946428571547
FKID005197,2023-11-09 20:51:36.296000,water_logging,58094.506479983334,3442.712621694697,2537.7267432387866,3005.564442161001,6611.349098172416,652.1098682734439,18156.98106399791,0.15203703638287341,0.24101479915433402,0.0,-0.07461528228972691,False,75.2006867349816,False,1.0,11.945354869838361,0.0,0.0,2537.7267432387866,3005.564442161001,6611.349098172416,2537.7267432387866,6116.353372978019,12855.878919487906,0.5534651376566655,0.02857142857142857,0,0,0,0,1,sanitized_ok,1,0.05,183.6676748848191,177.26232691656963,230.19852336049505,99.98142629585354,183.66767488481923,183.66767488481855,-0.5046489534980741,0.0,-4.04603363454311,1.0859471405272036,4.747235751033418,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,177.26232691656963,230.19852336049505,99.98142629585354,177.26232691656963,597.74109183319,220.9460760268459,-3.9779632184407885,-311.87946428571547
FKID005765,2023-11-09 22:10:51.914000,others,11745.665395570833,11442.298516223422,8472.254550566033,17294.12572401363,22756.2985872225,2169.254027429981,60337.135202758414,0.22109863056200801,0.24101479915433402,0.0,-0.040565335324254326,False,75.06428676500767,False,0.7,3.238279554140658,0.0,0.0,8472.254550566033,17294.12572401363,22756.2985872225,8472.254550566033,32644.445151616223,50377.79043299786,0.5106876865779105,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306,616.7276294784923,599.5271054432739,1357.0803995305776,350.7518563707339,616.7276294784926,616.7276294784905,0.20645205034467268,0.0,-4.04603363454311,2.176211445151783,4.7337337906839725,-2.116511147439768,0.6995004535998398,-1.0338461374891517,-6.317652370496504,599.5271054432739,1357.0803995305776,350.7518563707339,599.5271054432739,3231.7401667123772,874.6892415754705,-4.8421913641947025,1.0
FKID005767,2023-11-09 22:35:52.555000,vehicle_breakdown,72.79449447083333,66.95744947856934,64.54221504881116,92.77529075626755,474.54843433990294,11.888323084086446,357.32550980464936,0.3324868859092379,0.27380952380952384,0.0,-0.07952424000597091,False,77.95997192247944,False,1.0,11.945354869838361,0.0,0.0,64.54221504881116,92.77529075626755,474.54843433990294,64.54221504881116,100.62754334940696,396.21786024733655,0.562204268087263,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,0.920167592080902,1.2856104940116813,0.47845294363344404,4.661949279413768,0.9201675920809017,0.9201675920809022,1.3533746074500574,1.0,-4.04603363454311,0.9287644765906242,5.020371875634692,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,1.2856104940116813,0.47845294363344404,4.661949279413768,1.2856104940116813,0.43404079500922,3.8617662469974032,-3.80140752619928,1.0
FKID005770,2023-11-10 00:31:14.562000,vehicle_breakdown,72.79449447083333,49.97026018202044,54.85941754693555,81.63636786245392,431.11768150162675,8.66665444254186,267.75559051635224,0.20833416573474814,0.24101479915433402,0.0,-0.08955876485563902,False,51.527169377381874,False,1.0,3.238279554140658,0.0,0.0,54.85941754693555,81.63636786245392,431.11768150162675,54.85941754693555,92.17312049195111,363.5613741339106,0.6088028852108622,0.24299065420560748,0,0,0,0,1,sanitized_ok,1,0.05,0.0005610621392683417,0.5966417208600612,-0.40002950687308336,3.987363795258676,0.000561062139268527,0.0005610621392679563,0.07502120429967524,0.0,-4.04603363454311,0.6074634105844086,2.4038415937229503,0.0,0.6995004535998398,-1.0338461374891517,-6.317652370496504,0.5966417208600612,-0.40002950687308336,3.987363795258676,0.5966417208600612,-0.4054067676348552,3.2927932457205626,-2.8599807825327925,0.0
FKID005771,2023-11-10 00:56:37.499000,others,11745.665395570833,9426.258075547006,9419.001314291254,20507.830742632057,23541.209052684415,1786.9062384916156,49706.97288449812,0.2624255102080622,0.24101479915433402,0.0,-0.04280540384515963,False,84.82921338537727,False,0.7,0.3896684940667182,0.0,0.0,9419.001314291254,20507.830742632057,23541.209052684415,9419.001314291254,35075.04044155982,50971.43535974952,0.49396544786960705,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306,507.58868238681015,666.8918268641941,1610.5325049876492,362.94342966290526,507.58868238681043,507.58868238680867,0.6319792330183144,0.0,-4.04603363454311,2.104485437744701,5.700344355691272,-2.116511147439768,-1.2801580512683193,-1.0338461374891517,-6.317652370496504,666.8918268641941,1610.5325049876492,362.94342966290526,666.8918268641941,3473.076249176948,885.0322997506057,-5.180028916159289,1.0
FKID005198,2023-11-10 01:22:07.058000,vehicle_breakdown,72.79449447083333,70.44239158506927,61.00306332364432,99.93438033407857,421.29913788403985,12.549252241118335,375.70088537469707,0.3354734317238725,0.27380952380952384,0.0,-0.08298862133187035,False,68.61254318746691,False,1.0,0.859958055871378,0.0,0.0,61.00306332364432,99.93438033407857,421.29913788403985,61.00306332364432,106.04211914503874,355.9442544220976,0.5787218946936925,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,1.108825966439335,1.0337860577768727,1.0430618035443104,3.834857873368913,1.1088259664393352,1.1088259664393314,1.38412593533427,1.0,-4.04603363454311,0.8178365124129948,4.095088591675519,0.0,-0.9533276377287646,-1.0338461374891517,-6.317652370496504,1.0337860577768727,1.0430618035443104,3.834857873368913,1.0337860577768727,0.9716590962261146,3.1600803920331773,-3.467703730055623,1.0
FKID005772,2023-11-10 01:33:08.127000,others,11745.665395570833,16804.577207596823,9855.637457218998,17050.044304950185,24868.54237111105,3186.2253936541806,88611.31648154397,0.20775720911171283,0.24101479915433402,0.0,-0.04449180025824773,False,78.66101591133817,False,0.7,2.136458295055455,0.0,0.0,9855.637457218998,17050.044304950185,24868.54237111105,9855.637457218998,32459.84104386479,51975.32653621472,0.5040595910571313,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306,907.0161765635402,697.9601898706817,1337.8306708821233,383.5601523934605,907.0161765635407,907.0161765635376,0.06908050109566372,0.0,-4.04603363454311,2.050487767366498,5.089766818629159,-2.116511147439768,-0.06621651526425941,-1.0338461374891517,-6.317652370496504,697.9601898706817,1337.8306708821233,383.5601523934605,697.9601898706817,3213.410651981592,902.5230663212906,-4.976098050015161,1.0
FKID005773,2023-11-10 01:34:33.186000,others,11745.665395570833,16804.577207596823,9855.637457218998,17050.044304950185,24868.54237111105,3186.2253936541806,88611.31648154397,0.20775720911171283,0.24101479915433402,0.0,-0.04449180025824773,False,78.66101591133817,False,0.7,2.136458295055455,0.0,0.0,9855.637457218998,17050.044304950185,24868.54237111105,9855.637457218998,32459.84104386479,51975.32653621472,0.5040595910571313,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306,907.0161765635402,697.9601898706817,1337.8306708821233,383.5601523934605,907.0161765635407,907.0161765635376,0.06908050109566372,0.0,-4.04603363454311,2.050487767366498,5.089766818629159,-2.116511147439768,-0.06621651526425941,-1.0338461374891517,-6.317652370496504,697.9601898706817,1337.8306708821233,383.5601523934605,697.9601898706817,3213.410651981592,902.5230663212906,-4.976098050015161,1.0
FKID004401,2023-11-10 02:16:04.710000,road_conditions,35251.51731858333,157083.83114098088,108963.14700558287,126209.73215195989,147885.7412344902,29790.583864438286,828274.672984456,0.8928962484651713,1.0,0.0,-0.004769082556094428,False,139.57220407799974,True,0.48999999999999994,11.945354869838361,0.0,0.0,108963.14700558287,126209.73215195989,147885.7412344902,108963.14700558287,117572.78160488002,152834.46296882667,0.4902531930496151,1.0,0,0,0,1,0,tail_risk_high,1,0.05,8501.075186589902,7749.845685815649,9946.820156717158,2294.3171904690084,8501.075186589907,8501.075186589878,7.123696955392587,23.143514965464284,-4.04603363454311,3.322391692422598,11.119243567202428,-3.598068950647605,6.750532109989306,-1.0338461374891517,-6.317652370496504,7749.845685815649,9946.820156717158,2294.3171904690084,7749.845685815649,11664.354224126826,2659.7888469363256,-5.255027192558254,1101.093750000004
FKID005775,2023-11-10 03:13:04.389000,vehicle_breakdown,72.79449447083333,46.50211683765401,50.49049944048966,81.63636786245392,433.3265092077965,8.00891121840549,249.4687913283163,0.11799234751577381,0.24101479915433402,0.0,-0.08860114950436931,False,51.67613893673022,False,1.0,3.238279554140658,0.0,0.0,50.49049944048966,81.63636786245392,433.3265092077965,50.49049944048966,92.17312049195111,365.2334773507307,0.6085322147531662,0.24299065420560748,0,0,0,0,1,sanitized_ok,1,0.05,-0.1871879062495708,0.28577617325206184,-0.40002950687308336,4.021672275084716,-0.18718790624957068,-0.18718790624956946,-0.8551941836894558,0.0,-4.04603363454311,0.638125832352894,2.4185877925966026,0.0,0.6995004535998398,-1.0338461374891517,-6.317652370496504,0.28577617325206184,-0.40002950687308336,4.021672275084716,0.28577617325206184,-0.4054067676348552,3.3219262511031493,-2.865449108060986,0.0
FKID005778,2023-11-10 03:21:00.257000,vehicle_breakdown,72.79449447083333,58.1776463704604,49.04054625633176,76.65015995380858,414.3037295988266,10.223208516953392,311.03143242480724,0.10708218580727084,0.04395604395604396,0.0,-0.08832645427781388,False,54.252714612890294,False,1.0,2.136458295055455,0.0,0.0,49.04054625633176,76.65015995380858,414.3037295988266,49.04054625633176,88.39851450503267,350.83305540375346,0.6040106336620452,0.24299065420560748,0,0,0,0,1,sanitized_ok,0,0.05,0.44487034726482577,0.18260635417621657,-0.7932718503275416,3.72620212654096,0.4448703472648255,0.444870347264824,-0.9675319748339749,-6.008855304327283,-4.04603363454311,0.6469214525184068,2.673637867926599,0.0,-0.06621651526425941,-1.0338461374891517,-6.317652370496504,0.18260635417621657,-0.7932718503275416,3.72620212654096,0.18260635417621657,-0.7801909307981736,3.071028121207417,-2.9567981142245663,0.0
FKID005199,2023-11-10 03:34:33.419000,vehicle_breakdown,72.79449447083333,73.08048618335349,55.83766302392847,98.63261078461768,377.7146851670119,13.049574365770649,389.61101000556897,0.3635683227399438,0.27380952380952384,0.0,-0.08814192782526425,False,58.911095608327145,False,1.0,2.1633319843014354,0.0,0.0,55.83766302392847,98.63261078461768,377.7146851670119,55.83766302392847,105.05756240533154,322.9803809878397,0.5958510355625153,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,1.2516399998167564,0.6662476984708063,0.9403964278426524,3.157885055346771,1.2516399998167564,1.2516399998167524,1.673408356944179,1.0,-4.04603363454311,0.6528299082548537,3.134761690058101,0.0,-0.04754049163342781,-1.0338461374891517,-6.317652370496504,0.6662476984708063,0.9403964278426524,3.157885055346771,0.6662476984708063,0.8739015355544074,2.5857517904666816,-3.121645578433487,1.0
FKID005779,2023-11-10 03:36:34.159000,vehicle_breakdown,72.79449447083333,58.08876732657158,51.49567903842131,77.0676110545234,422.3021440612935,10.206352354136317,310.5627916951042,0.10791603084455195,0.04395604395604396,0.0,-0.08801063897295902,False,54.46498016308269,False,1.0,2.136458295055455,0.0,0.0,51.49567903842131,77.0676110545234,422.3021440612935,51.49567903842131,88.71452888968594,356.88792990337794,0.603631777765584,0.24299065420560748,0,0,0,0,1,sanitized_ok,0,0.05,0.4400588538677553,0.3572986185216092,-0.7603491459136104,3.8504370048247445,0.440058853867755,0.4400588538677561,-0.9589461892014874,-6.008855304327283,-4.04603363454311,0.6570337194798366,2.6946496103983817,0.0,-0.06621651526425941,-1.0338461374891517,-6.317652370496504,0.3572986185216092,-0.7603491459136104,3.8504370048247445,0.3572986185216092,-0.7488135666149152,3.1765220223099484,-2.9644520982897657,0.0
FKID005781,2023-11-10 06:05:28.736000,vehicle_breakdown,72.79449447083333,61.06165450057752,65.38935394829188,97.04443700889327,422.0309023382274,10.770168840557108,326.2382080091508,0.3706243764259571,0.27380952380952384,0.0,-0.06981053111681368,False,78.9305891356193,False,1.0,11.945354869838361,0.0,0.0,65.38935394829188,97.04443700889327,422.0309023382274,65.38935394829188,103.8563918944963,356.49770385986244,0.5605495546178066,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,0.6009969826111022,1.345887727750298,0.8151434923812311,3.8462239595257377,0.6009969826111023,0.6009969826111002,1.7460618616732708,1.0,-4.04603363454311,1.2397931568438305,5.116451333194754,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,1.345887727750298,0.8151434923812311,3.8462239595257377,1.345887727750298,0.7546361906998671,3.169723125380737,-3.834837520680005,1.0
FKID005200,2023-11-10 06:06:31.253000,vehicle_breakdown,72.79449447083333,60.83291626638172,63.68613258812337,99.00162947435798,329.2830827876778,10.72678798552769,325.0321188311593,0.37916269838564925,0.27380952380952384,0.0,-0.07746794700300663,False,67.28194475896467,False,1.0,0.36279480482073767,0.0,0.0,63.68613258812337,99.00162947435798,329.2830827876778,63.68613258812337,105.33665929941098,286.3505024066881,0.5811644745290853,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,0.5886141704729867,1.2246968910428664,0.9694994610475783,2.4056241847805047,0.5886141704729867,0.5886141704729875,1.833977719811745,1.0,-4.04603363454311,0.9946060728566796,3.9633753132480676,0.0,-1.2988340748991507,-1.0338461374891517,-6.317652370496504,1.2246968910428664,0.9694994610475783,2.4056241847805047,1.2246968910428664,0.9016133275272807,1.9475504885772055,-3.4183565579178756,1.0
FKID005782,2023-11-10 06:42:32.617000,debris,432.4151020416666,46081.57698131426,29154.875717007915,36035.798281857984,33794.394406423555,8738.69145751653,242982.8526407428,0.550101149719772,0.43478260869565216,0.0,-0.023988365427083047,False,96.9503073412167,True,0.7,11.945354869838361,0.0,0.0,29154.875717007915,36035.798281857984,33794.394406423555,29154.875717007915,37115.77771860454,77676.22256110114,0.4839204790370196,0.5454545454545454,0,0,0,1,0,tail_risk_high,1,0.05,2491.9352411011914,2071.176195269118,2835.161412583465,522.2003974557422,2491.9352411011932,2491.9352411011837,3.594066026254925,5.908505455637484,-4.04603363454311,2.706998719976285,6.9001872150037205,-2.116511147439768,6.750532109989306,-1.0338461374891517,-6.317652370496504,2071.176195269118,2835.161412583465,522.2003974557422,2071.176195269118,3675.7029644590375,1350.309025165518,-5.382966318211612,439.9431818181834
FKID004410,2023-11-10 07:33:05.108000,vehicle_breakdown,72.79449447083333,59.81660584126529,60.20291607132492,95.91087983777359,477.3717805735675,10.534041830203593,319.6733251449059,0.3047463125729968,0.27380952380952384,0.0,-0.06704445865834324,False,80.06218088665403,False,1.0,11.945354869838361,0.0,0.0,60.20291607132492,95.91087983777359,477.3717805735675,60.20291607132492,102.99905785013222,398.3532186631426,0.558491936311531,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,0.5335959042331032,0.9768524628458262,0.7257443564892395,4.705802730286844,0.5335959042331033,0.5335959042331013,1.0677404604101346,1.0,-4.04603363454311,1.328361578654693,5.228465338455542,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,0.9768524628458262,0.7257443564892395,4.705802730286844,0.9768524628458262,0.6695106905862157,3.898970534146456,-3.8764073573266074,1.0
