event_id,start_local,event_cause,high_impact_tau_c,duration_pred,duration_p50,duration_p80,duration_p95,duration_ci_lower,duration_ci_upper,high_impact_prob,high_impact_prob_calibrated,retrieval_confidence,novelty_score,novelty_flag,drift_score,drift_flag,trust_score,fragility_signal,obi_signal,ims_proxy,raw_duration_p50,raw_duration_p80,raw_duration_p95,safe_duration_p50,safe_duration_p80,safe_duration_p95,duration_reliability,tail_risk_prob,quantile_crossing_flag,clamp_flag,fallback_blend_flag,tail_risk_flag,duration_sanity_flag,duration_guard_reason,high_impact_decision,high_impact_decision_threshold
FKID005760,2023-11-09 19:24:48.154000,others,11745.665395570833,232.46785954829306,227.23998563077194,437.5330873458846,2197.0468998836027,43.277841895132056,1230.0275096775672,0.11263213194436694,0.14869378904062674,0.0,-0.06219357345481463,False,77.91638789397301,False,1.0,11.945354869838361,0.0,0.0,227.23998563077194,437.5330873458846,2197.0468998836027,227.23998563077194,2272.3998563077193,2718.985316589526,0.5593393279950172,0.02857142857142857,0,1,0,0,0,p95_clamped,0,0.2520408163265306
FKID005197,2023-11-09 20:51:36.296000,water_logging,58094.506479983334,3442.712621694697,2537.7267432387866,3005.564442161001,6611.349098172416,652.1098682734439,18156.98106399791,0.15203703638287341,0.24101479915433402,0.0,-0.07461528228972691,False,75.2006867349816,False,1.0,11.945354869838361,0.0,0.0,2537.7267432387866,3005.564442161001,6611.349098172416,2537.7267432387866,6116.353372978019,12855.878919487906,0.5534651376566655,0.02857142857142857,0,0,0,0,1,sanitized_ok,1,0.05
FKID005765,2023-11-09 22:10:51.914000,others,11745.665395570833,11442.298516223422,8472.254550566033,17294.12572401363,22756.2985872225,2169.254027429981,60337.135202758414,0.22109863056200801,0.24101479915433402,0.0,-0.040565335324254326,False,75.06428676500767,False,0.7,3.238279554140658,0.0,0.0,8472.254550566033,17294.12572401363,22756.2985872225,8472.254550566033,32644.445151616223,50377.79043299786,0.5106876865779105,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306
FKID005767,2023-11-09 22:35:52.555000,vehicle_breakdown,72.79449447083333,66.95744947856934,64.54221504881116,92.77529075626755,474.54843433990294,11.888323084086446,357.32550980464936,0.3324868859092379,0.27380952380952384,0.0,-0.07952424000597091,False,77.95997192247944,False,1.0,11.945354869838361,0.0,0.0,64.54221504881116,92.77529075626755,474.54843433990294,64.54221504881116,100.62754334940696,396.21786024733655,0.562204268087263,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05
FKID005770,2023-11-10 00:31:14.562000,vehicle_breakdown,72.79449447083333,49.97026018202044,54.85941754693555,81.63636786245392,431.11768150162675,8.66665444254186,267.75559051635224,0.20833416573474814,0.24101479915433402,0.0,-0.08955876485563902,False,51.527169377381874,False,1.0,3.238279554140658,0.0,0.0,54.85941754693555,81.63636786245392,431.11768150162675,54.85941754693555,92.17312049195111,363.5613741339106,0.6088028852108622,0.24299065420560748,0,0,0,0,1,sanitized_ok,1,0.05
FKID005771,2023-11-10 00:56:37.499000,others,11745.665395570833,9426.258075547006,9419.001314291254,20507.830742632057,23541.209052684415,1786.9062384916156,49706.97288449812,0.2624255102080622,0.24101479915433402,0.0,-0.04280540384515963,False,84.82921338537727,False,0.7,0.3896684940667182,0.0,0.0,9419.001314291254,20507.830742632057,23541.209052684415,9419.001314291254,35075.04044155982,50971.43535974952,0.49396544786960705,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306
FKID005198,2023-11-10 01:22:07.058000,vehicle_breakdown,72.79449447083333,70.44239158506927,61.00306332364432,99.93438033407857,421.29913788403985,12.549252241118335,375.70088537469707,0.3354734317238725,0.27380952380952384,0.0,-0.08298862133187035,False,68.61254318746691,False,1.0,0.859958055871378,0.0,0.0,61.00306332364432,99.93438033407857,421.29913788403985,61.00306332364432,106.04211914503874,355.9442544220976,0.5787218946936925,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05
FKID005772,2023-11-10 01:33:08.127000,others,11745.665395570833,16804.577207596823,9855.637457218998,17050.044304950185,24868.54237111105,3186.2253936541806,88611.31648154397,0.20775720911171283,0.24101479915433402,0.0,-0.04449180025824773,False,78.66101591133817,False,0.7,2.136458295055455,0.0,0.0,9855.637457218998,17050.044304950185,24868.54237111105,9855.637457218998,32459.84104386479,51975.32653621472,0.5040595910571313,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306
FKID005773,2023-11-10 01:34:33.186000,others,11745.665395570833,16804.577207596823,9855.637457218998,17050.044304950185,24868.54237111105,3186.2253936541806,88611.31648154397,0.20775720911171283,0.24101479915433402,0.0,-0.04449180025824773,False,78.66101591133817,False,0.7,2.136458295055455,0.0,0.0,9855.637457218998,17050.044304950185,24868.54237111105,9855.637457218998,32459.84104386479,51975.32653621472,0.5040595910571313,0.24367816091954023,0,0,0,0,1,sanitized_ok,0,0.2520408163265306
FKID004401,2023-11-10 02:16:04.710000,road_conditions,35251.51731858333,157083.83114098088,108963.14700558287,126209.73215195989,147885.7412344902,29790.583864438286,828274.672984456,0.8928962484651713,1.0,0.0,-0.004769082556094428,False,139.57220407799974,True,0.48999999999999994,11.945354869838361,0.0,0.0,108963.14700558287,126209.73215195989,147885.7412344902,108963.14700558287,117572.78160488002,152834.46296882667,0.4902531930496151,1.0,0,0,0,1,0,tail_risk_high,1,0.05
FKID005775,2023-11-10 03:13:04.389000,vehicle_breakdown,72.79449447083333,46.50211683765401,50.49049944048966,81.63636786245392,433.3265092077965,8.00891121840549,249.4687913283163,0.11799234751577381,0.24101479915433402,0.0,-0.08860114950436931,False,51.67613893673022,False,1.0,3.238279554140658,0.0,0.0,50.49049944048966,81.63636786245392,433.3265092077965,50.49049944048966,92.17312049195111,365.2334773507307,0.6085322147531662,0.24299065420560748,0,0,0,0,1,sanitized_ok,1,0.05
FKID005778,2023-11-10 03:21:00.257000,vehicle_breakdown,72.79449447083333,58.1776463704604,49.04054625633176,76.65015995380858,414.3037295988266,10.223208516953392,311.03143242480724,0.10708218580727084,0.04395604395604396,0.0,-0.08832645427781388,False,54.252714612890294,False,1.0,2.136458295055455,0.0,0.0,49.04054625633176,76.65015995380858,414.3037295988266,49.04054625633176,88.39851450503267,350.83305540375346,0.6040106336620452,0.24299065420560748,0,0,0,0,1,sanitized_ok,0,0.05
FKID005199,2023-11-10 03:34:33.419000,vehicle_breakdown,72.79449447083333,73.08048618335349,55.83766302392847,98.63261078461768,377.7146851670119,13.049574365770649,389.61101000556897,0.3635683227399438,0.27380952380952384,0.0,-0.08814192782526425,False,58.911095608327145,False,1.0,2.1633319843014354,0.0,0.0,55.83766302392847,98.63261078461768,377.7146851670119,55.83766302392847,105.05756240533154,322.9803809878397,0.5958510355625153,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05
FKID005779,2023-11-10 03:36:34.159000,vehicle_breakdown,72.79449447083333,58.08876732657158,51.49567903842131,77.0676110545234,422.3021440612935,10.206352354136317,310.5627916951042,0.10791603084455195,0.04395604395604396,0.0,-0.08801063897295902,False,54.46498016308269,False,1.0,2.136458295055455,0.0,0.0,51.49567903842131,77.0676110545234,422.3021440612935,51.49567903842131,88.71452888968594,356.88792990337794,0.603631777765584,0.24299065420560748,0,0,0,0,1,sanitized_ok,0,0.05
FKID005781,2023-11-10 06:05:28.736000,vehicle_breakdown,72.79449447083333,61.06165450057752,65.38935394829188,97.04443700889327,422.0309023382274,10.770168840557108,326.2382080091508,0.3706243764259571,0.27380952380952384,0.0,-0.06981053111681368,False,78.9305891356193,False,1.0,11.945354869838361,0.0,0.0,65.38935394829188,97.04443700889327,422.0309023382274,65.38935394829188,103.8563918944963,356.49770385986244,0.5605495546178066,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05
FKID005200,2023-11-10 06:06:31.253000,vehicle_breakdown,72.79449447083333,60.83291626638172,63.68613258812337,99.00162947435798,329.2830827876778,10.72678798552769,325.0321188311593,0.37916269838564925,0.27380952380952384,0.0,-0.07746794700300663,False,67.28194475896467,False,1.0,0.36279480482073767,0.0,0.0,63.68613258812337,99.00162947435798,329.2830827876778,63.68613258812337,105.33665929941098,286.3505024066881,0.5811644745290853,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05
